Gene stable ID,Brassica rapa R-o-18 gene stable ID
AT3G11415,
AT1G31258,
AT5G24735,
AT2G45780,
AT2G42425,
AT4G01533,
AT4G09195,
AT1G79075,
AT5G10278,
AT1G67238,
AT4G36648,
AT4G03605,
AT2G15128,
AT3G02832,
AT3G48115,
AT1G07977,
AT1G18745,
AT5G40275,
AT4G09405,
AT5G02975,
AT5G24206,
AT5G23155,
AT3G45638,
AT5G24205,
AT5G03285,
AT3G00980,
AT3G25795,
AT2G42485,
AT3G52748,
AT3G52742,
AT3G60176,
AT1G32172,
AT1G26558,
AT4G16892,
AT2G10537,
AT1G78865,
AT2G09215,
AT1G10682,
AT2G19796,
AT1G04425,
AT1G15405,
AT2G45245,
AT1G06677,
AT2G45023,
AT1G14518,
AT5G05785,
AT1G19968,
AT2G36307,
AT1G24068,
AT3G44798,
AT5G06095,
AT1G08933,
AT3G04535,
AT4G30872,
AT3G07485,
AT3G03065,
AT5G33439,
AT3G05215,
AT5G05295,
AT3G61198,
AT5G22788,
AT1G70581,
AT4G30975,
AT1G58808,
AT3G04485,
AT3G08410,
AT5G23410,
AT4G05365,
AT5G43725,
AT1G25175,
AT1G11592,
AT4G26255,
AT2G09155,
AT1G70185,
AT4G23205,
AT4G08035,
AT1G26235,
AT1G34418,
AT3G57157,
AT1G08823,
AT4G40065,
AT1G64572,
AT3G60238,
AT5G28262,
AT2G39681,
AT4G05940,
AT4G04315,
AT5G02135,
AT5G34871,
AT5G38005,
AT4G39404,
AT2G42388,
AT1G31935,
AT2G07975,
AT2G07575,
AT5G43403,
AT3G05185,
AT1G11175,
AT5G37485,
AT1G49952,
AT3G59765,
AT3G07635,
AT3G03695,
AT4G03811,
AT2G18735,
AT1G66173,
AT1G58590,
AT1G49832,
AT1G21529,
AT1G09583,
AT4G13495,
AT3G17185,
AT2G15555,
AT1G55525,
AT1G05813,
AT1G07257,
AT4G14548,
AT5G28824,
AT3G13277,
AT1G77138,
AT1G64618,
AT1G70518,
AT5G08575,
AT2G44995,
AT1G50055,
AT3G14185,
AT1G23052,
AT4G02005,
AT1G34392,
AT2G30945,
AT2G14878,
AT4G15242,
AT3G46614,
AT1G33615,
AT5G49615,
AT4G16748,
AT4G12917,
AT4G10507,
AT3G07215,
AT5G08125,
AT2G05518,
AT3G41761,
AT3G06962,
AT3G05152,
AT1G08253,
AT3G44765,
AT3G15536,
AT2G06562,
AT1G09073,
AT2G15292,
AT4G04223,
AT1G07507,
AT5G06955,
AT1G46554,
AT2G06002,
AT5G33399,
AT1G50659,
AT3G12965,
AT1G05697,
AT3G26612,
AT1G04867,
AT2G08610,
AT3G27884,
AT2G27400,
AT1G52347,
AT1G64563,
AT2G24735,
AT2G21188,
AT3G06125,
AT2G32795,
AT4G06701,
AT4G31408,
AT3G53365,
AT1G06797,
AT5G40316,
AT2G43375,
AT2G09475,
AT1G43765,
AT3G61118,
AT5G45475,
AT2G05685,
AT2G07042,
AT1G16635,
AT2G07405,
AT2G22482,
AT2G18440,
AT1G11185,
AT4G05905,
AT5G00885,
AT1G05547,
AT5G44569,
AT2G39675,
AT1G08493,
AT1G09277,
AT1G22403,
AT3G55485,
AT5G48412,
AT3G60972,
AT2G09365,
AT4G16355,
AT4G03038,
AT1G67105,
AT2G41312,
AT3G18362,
AT2G04705,
AT1G52615,
AT2G30115,
AT5G07322,
AT5G06165,
AT5G02825,
AT5G57735,
AT1G57835,
AT1G68872,
AT5G50190,
AT3G54366,
AT1G69252,
AT2G31585,
AT2G46192,
AT2G01422,
AT2G05995,
AT3G41768,
AT4G03935,
ATCG00950,
ATCG01180,
AT3G41979,
ATMG00020,
AT2G01020,
ATCG01170,
ATCG00920,
ATMG01390,
ATCG01210,
ATCG01160,
ATCG00970,
ATMG01380,
AT2G01010,
ATCG00960,
AT4G18725,
AT1G61910,
AT1G56940,
ATMG00800,
AT3G63003,
AT1G56990,
AT2G45020,
AT5G02505,
AT1G10440,
AT3G46585,
AT1G61880,
AT1G05980,
AT2G22220,
AT1G57170,
AT1G48080,
AT1G60580,
AT2G17810,
AT4G16465,
AT3G05835,
AT1G80430,
AT5G58495,
AT1G60910,
AT1G56760,
AT5G09345,
AT5G49435,
AT1G09110,
AT1G74610,
AT5G43535,
AT2G30850,
AT1G56970,
AT1G04720,
AT5G27715,
AT3G51265,
AT5G35605,
AT1G13010,
ATCG00880,
AT2G16240,
ATCG00410,
AT1G45238,
AT3G16552,
AT5G14495,
AT1G57370,
AT1G57480,
AT4G03135,
AT2G35220,
ATMG09450,
AT3G02315,
AT1G56980,
AT1G70050,
AT3G30345,
AT5G66568,
AT1G28730,
ATMG00420,
AT4G25435,
AT3G12585,
AT3G52285,
AT3G18815,
AT5G07625,
AT1G45246,
AT4G16475,
AT1G08870,
AT3G15585,
AT1G56830,
AT1G73900,
AT4G39615,
AT4G24025,
AT1G07760,
AT5G56745,
AT1G57140,
AT4G31695,
AT1G22320,
AT5G59945,
AT1G16450,
AT1G59880,
AT1G28820,
AT1G49690,
AT1G57060,
AT1G63510,
AT5G15815,
AT1G68950,
AT1G28900,
ATCG01290,
AT4G39195,
AT1G57300,
AT2G15950,
ATCG00060,
AT5G63145,
AT2G36510,
AT4G28915,
AT2G25400,
AT1G45240,
AT5G11475,
AT1G74570,
AT5G23665,
AT2G02600,
AT2G33660,
ATMG00340,
AT5G53487,
AT1G01870,
AT5G02385,
AT4G31075,
AT4G32475,
AT3G25715,
AT2G07754,
AT1G79240,
AT1G30430,
AT1G28950,
ATMG00380,
AT5G66535,
AT4G11216,
ATCG01200,
AT5G39535,
AT5G41605,
AT2G07794,
AT5G66755,
AT4G39865,
AT5G59395,
AT1G26430,
AT1G13840,
ATCG00990,
AT1G21420,
AT5G03445,
AT2G30190,
AT4G20115,
AT1G57500,
AT4G11177,
AT5G46325,
AT1G57120,
AT5G56365,
AT3G07025,
AT1G11640,
AT5G20856,
AT3G12385,
AT3G61545,
AT3G51135,
ATMG00100,
AT1G79290,
AT2G36860,
AT2G07766,
AT2G33140,
AT5G05795,
AT1G15450,
AT1G60840,
AT3G61755,
ATCG00090,
AT2G36520,
AT5G09755,
AT4G02055,
AT2G07759,
AT4G18255,
AT5G50805,
AT1G50070,
AT1G57260,
AT1G57420,
AT4G16105,
AT5G08075,
AT2G33900,
AT2G33940,
AT3G48515,
ATCG00310,
AT5G65535,
AT4G17765,
AT4G10815,
AT1G53410,
AT1G57410,
AT4G26375,
AT5G52815,
AT5G39895,
AT4G36245,
AT5G03452,
AT1G56770,
AT4G13265,
AT1G28860,
ATCG00980,
AT5G60963,
AT1G32620,
AT2G33930,
AT3G63006,
AT5G21378,
AT2G33950,
AT3G10035,
AT1G65830,
AT3G50505,
AT1G07580,
AT4G11355,
AT1G57510,
AT3G11285,
AT2G33650,
AT5G48675,
AT1G57100,
AT5G54865,
AT3G58035,
ATMG09950,
AT3G10015,
AT1G71700,
AT2G30180,
AT5G32017,
AT2G03700,
AT2G07753,
AT2G18310,
AT5G64505,
AT1G30830,
AT1G52350,
AT4G12115,
AT5G18755,
AT5G55055,
AT3G58165,
AT2G42020,
AT3G06665,
AT1G56740,
AT1G57150,
AT1G13240,
ATCG00460,
AT1G57030,
ATCG00230,
AT1G57400,
AT2G07765,
ATMG00360,
AT3G53775,
AT3G13223,
AT5G44283,
AT4G08345,
AT1G77190,
AT5G06685,
AT3G02715,
AT4G12405,
AT1G21800,
AT5G48835,
AT4G12065,
AT1G57390,
AT1G06480,
AT3G29095,
AT1G03515,
AT1G42120,
AT5G64855,
AT4G27885,
AT5G03705,
AT3G61105,
AT2G33970,
AT3G49925,
AT2G33890,
AT4G28362,
ATMG00190,
AT1G28870,
AT3G55735,
AT3G61825,
AT1G56890,
AT1G12590,
AT3G53965,
AT1G69130,
AT1G79980,
AT1G57310,
AT4G31895,
AT2G27560,
ATMG01340,
AT1G57160,
AT1G57470,
AT1G13720,
AT1G57080,
ATCG00940,
AT1G28910,
AT1G56850,
AT1G56960,
AT1G56730,
AT1G28980,
AT1G56950,
AT5G10235,
AT1G57290,
AT5G57885,
AT3G46875,
AT1G56780,
AT1G28780,
AT1G20250,
AT5G09655,
AT5G15805,
AT1G33370,
AT1G68970,
AT4G32265,
AT4G34035,
AT1G17670,
AT1G08240,
AT5G05945,
AT2G36600,
AT1G01270,
AT1G45242,
AT3G09585,
AT1G28830,
AT1G56920,
AT3G45935,
AT1G20040,
AT5G64735,
AT5G54375,
AT1G15650,
AT2G36140,
AT3G52765,
AT1G31110,
AT1G50100,
AT3G55734,
AT3G07065,
AT2G08015,
AT1G06653,
AT4G27765,
AT5G04935,
AT3G26812,
AT1G07867,
AT1G06643,
AT1G48267,
AT5G41905,
AT2G03445,
AT1G18075,
AT1G08287,
AT2G05615,
AT1G35501,
AT1G21202,
AT2G47275,
AT5G04995,
AT3G09515,
AT5G41663,
AT5G04975,
